"Ecology1","Ecology2","p_value","mult_r_squared","effect_size"
"med_a","shrubland1",0.270413459865781,0.00159380152811417,-0.00236760257533941
"med_a","woodland1",0.914475420440527,1.51459625525993e-05,-0.000223617370236972
"med_a","marine1",0.489894492432326,0.00062588137220581,-0.00399862302707548
"med_a","riverline1",0.278623527424189,0.00154023257152409,-0.00828698200925431
"med_a","coastal1",0.122815754832692,0.00312189170645805,-0.00500855734585077
"med_a","rock1",0.142018821533334,0.00282717994568837,-0.00731572360306594
"med_a","desert1",0.539793035270729,0.000493539877017906,-0.00648585011784652
"med_a","carnivore1",0.691808916617408,0.000206326777845362,-0.000734107415652874
"med_a","herbivore1",0.30020707878127,0.00140842780129262,-0.00221226858149566
"med_a","omnivore1",0.207738254781667,0.00208202958404885,0.0021643129925445
"med_a","scavenger1",0.309001090314871,0.00135815797048486,-0.0246353545670786
"med_a","australian1",0.439936049402553,0.000782948757223581,-0.00236155122341971
"med_a","palearctic1",0.91637375442719,1.44786099457947e-05,0.00016399167054512
"med_a","indo_malay1",0.93173001966978,9.63760801366461e-06,0.000182734557582821
"med_a","madagascar1",0.508396700796957,0.000574182466462659,-0.0087222141277414
"med_a","neotropic1",0.631240040062093,0.000302492483278099,0.00109426390789042
"med_a","nearctic1",0.904756640057909,1.88012128750764e-05,-0.00027271637752466
"med_a","afrotropic1",0.912660908847928,1.57980670728511e-05,0.000283477540552529
"med_a","oceania1",0.666632461892265,0.000243655782073244,0.00249214003704308
"med_a","antarctic1",0.571609098808841,0.000420131686417709,-0.00407454503651242
"med_a","invertivore1",0.482766669699955,0.00064668102936889,0.00156139727411538
"med_a","vertivore1",0.435180490700867,0.000799362062709209,0.00541522481100197
"med_a","aquatic_predator1",0.574324108547152,0.000414229032730933,-0.00179252945662284
"med_a","omnivoretn1",NA,NA,NA
"med_a","granivore1",0.507420307692332,0.000576830409293192,-0.0021219696333674
"med_a","frugivore1",0.374019167490238,0.00103723919107977,0.00236246545474059
"med_a","nectarivore1",0.737589145298896,0.000147404630148191,-0.00283654436047428
"med_a","herbivore_aquatic1",0.663409318358273,0.000248699894759282,0.00253745769760713
"med_a","herbivore_terrestrial1",0.692726109620483,0.000205034787372934,-0.00179341905780808
"med_a","scavengertn1",0.309001090314871,0.00135815797048486,-0.0246353545670786
"med_a","insessorial1",NA,NA,NA
"med_a","terrestrial1",0.397324771058675,0.000940342294032522,-0.00194916825238587
"med_a","generalist1",0.30390338939339,0.0013870695440041,-0.00199393064760432
"med_a","aerial1",0.394117915057561,0.000953188413038036,0.00294995832770921
"med_a","aquatic1",0.395080307993688,0.000949317469896401,-0.00426574629603805
"med_a","fTn",0.844509871447702,5.05124981927373e-05,0.0027420249763036
"med_a","fCn",0.910743505962927,1.65022672242368e-05,0.00394672704918986
"med_a","fAn",0.247821018517499,0.00175229787434086,-0.0193961603523008
"med_a","fGn",0.516749397533812,0.000551884525662017,0.0081809562970615
"med_a","ghahSkew",0.233413643294715,0.00186292095800347,0.00532543414639255
"med_a","Stg_Sac",0.24814165117027,0.00174992561494199,0.0100689482224333
"Beak_length_Culmen","med_c",0.67216353170244,0.000235142070659947,-9.74751154407889
"Beak_length_Culmen","med_a",0.161603791107525,0.0025694492075439,-46.9094393267611
"Beak_length_Culmen","Beak_length_Nares",0,0.897390745550553,1.27874927048081
"Beak_length_Culmen","Beak_width",0,0.369544789696512,3.22875479554818
"Beak_length_Culmen","Beak_depth",0,0.324548272062849,1.97588685651372
"Beak_length_Culmen","Tarsus_length",0,0.303243615428783,0.428016747969968
"Beak_length_Culmen","Wing_length",0,0.361393864900027,0.17892576727457
"Beak_length_Culmen","Kipps_distance",0,0.223573198564048,0.290199095135006
"Beak_length_Culmen","Hand_wing_index",0.648728876028724,0.000272459804040818,-0.0428868066401058
"Beak_length_Culmen","Tail_length",0,0.125741055428305,0.116254668004921
"Beak_length_Culmen","Mass",3.29929260622919e-06,0.0280100675301914,0.000967509334225745
"Beak_length_Culmen","forest1",0.849363680881197,4.73705704788362e-05,0.278027742957982
"Beak_length_Culmen","grassland1",0.00297726255810016,0.011517328510864,-5.11770582711039
"Beak_length_Culmen","human1",0.406665914064285,0.000903762921410299,-2.30414671696226
"Beak_length_Culmen","wetland1",7.30420482319971e-06,0.0260650975643415,8.12831800156078
"Beak_length_Culmen","shrubland1",0.983011260172704,5.95439602883735e-07,0.0424664681172788
"Beak_length_Culmen","woodland1",0.439754765875551,0.000783569453841378,-1.48150801146837
"Beak_length_Culmen","marine1",NA,NA,NA
"Beak_length_Culmen","riverline1",0.653017115925577,0.000265384854185663,3.17940872602862
"Beak_length_Culmen","coastal1",0.307596432158812,0.00136606249314263,-3.02875421914139
"Beak_length_Culmen","rock1",0.363912735308057,0.00108194238109792,4.18356572135441
"Beak_length_Culmen","desert1",0.985563360561327,4.2996133236839e-07,0.177198770662416
"Beak_length_Culmen","carnivore1",0.564872295933348,0.000435017503009624,0.981297022087343
"Beak_length_Culmen","herbivore1",0.000583529124326354,0.0154122190317522,-6.77660646928199
"Beak_length_Culmen","omnivore1",0.0261943298656764,0.00647029979335821,3.50439163555763
"Beak_length_Culmen","scavenger1",0.865368802537075,3.77473453946173e-05,-3.8107523242654
"Beak_length_Culmen","australian1",0.56149523633656,0.000442609616507248,-1.64309553475829
"Beak_length_Culmen","palearctic1",0.846160556722687,4.94322465604413e-05,0.279545959149381
"Beak_length_Culmen","indo_malay1",0.637116680011565,0.000292186978046185,0.927101074306589
"Beak_length_Culmen","madagascar1",0.722584057446174,0.00016548888732422,4.34149264746028
"Beak_length_Culmen","neotropic1",0.862711795892337,3.92670246570475e-05,0.364209363717342
"Beak_length_Culmen","nearctic1",NA,NA,NA
"Beak_length_Culmen","afrotropic1",0.838821146563177,5.43284037160316e-05,-0.485599670362835
"Beak_length_Culmen","oceania1",0.745113956707542,0.000138772544561492,-1.73472890604808
"Beak_length_Culmen","antarctic1",0.0260102406866913,0.00648620750524292,-14.8066529015383
"Beak_length_Culmen","invertivore1",0.128093379192525,0.00303603768638852,-3.1314519615588
"Beak_length_Culmen","vertivore1",0.96122234479079,3.10423394585747e-06,-0.312591584262292
"Beak_length_Culmen","aquatic_predator1",0.00173487465835587,0.0128009055223976,9.29378118176949
"Beak_length_Culmen","omnivoretn1",0.995313615225279,4.53033936591868e-08,0.00842616429112712
"Beak_length_Culmen","granivore1",0.256523791635,0.00168920923106401,-3.35946527035576
"Beak_length_Culmen","frugivore1",NA,NA,NA
"Beak_length_Culmen","nectarivore1",0.401673873467788,0.000923157795070501,6.57666330433772
"Beak_length_Culmen","herbivore_aquatic1",0.800385781283077,8.39518622703374e-05,1.34751590900778
"Beak_length_Culmen","herbivore_terrestrial1",0.842317605045757,5.1965929807005e-05,0.826999463692591
"Beak_length_Culmen","scavengertn1",0.865368802537075,3.77473453946173e-05,-3.8107523242654
"Beak_length_Culmen","insessorial1",0.289073405135776,0.00147485549456285,-2.02590258824016
"Beak_length_Culmen","terrestrial1",0.104318599415651,0.00345854360792092,3.45901661628675
"Beak_length_Culmen","generalist1",0.987928845538397,3.00594175049645e-07,-0.0270871784819061
"Beak_length_Culmen","aerial1",0.300220843244116,0.00140834763938617,-3.32052194601832
"Beak_length_Culmen","aquatic1",0.559654150081217,0.00044678566555737,2.67671948749714
"Beak_length_Culmen","fTn",0.356006717286205,0.00111812753824455,11.8843481868368
"Beak_length_Culmen","fCn",0.794607962637569,8.89947946151105e-05,-8.43355784258041
"Beak_length_Culmen","fAn",0.44880487722933,0.000753056057573638,-11.7638067350766
"Beak_length_Culmen","fGn",0.86097354626761,4.027793660283e-05,-2.03744343982583
"Beak_length_Culmen","ghahSkew",0.741503872740561,0.000142877819808462,1.3623347478754
"Beak_length_Culmen","Stg_Sac",0.360512396541521,0.00109737158037325,7.39131906339702
"Beak_length_Nares","med_c",0.757978813845022,0.000124677456085847,-5.20764003897567
"Beak_length_Nares","med_a",0.0534932456857635,0.00488421302804134,-46.4714447021938
"Beak_length_Nares","Beak_length_Culmen",0,0.894063802158109,0.695940366633015
"Beak_length_Nares","Beak_width",0,0.415438585658912,2.4401059839006
"Beak_length_Nares","Beak_depth",0,0.333492990026463,1.41689536545191
"Beak_length_Nares","Tarsus_length",0,0.259091447881273,0.287956328925685
"Beak_length_Nares","Wing_length",0,0.336266247446397,0.126284543264473
"Beak_length_Nares","Kipps_distance",0,0.198432143134198,0.198656884237133
"Beak_length_Nares","Hand_wing_index",0.885526966702637,2.72174007604047e-05,0.00956638984309721
"Beak_length_Nares","Tail_length",0,0.116015962077887,0.0793545274300762
"Beak_length_Nares","Mass",NA,NA,NA
"Beak_length_Nares","forest1",0.97885885943346,9.22163984331629e-07,0.0257263379038203
"Beak_length_Nares","grassland1",0.0571450665146696,0.00474035273797315,-2.1011683476014
"Beak_length_Nares","human1",0.355116335221878,0.00112227183678149,-1.70498500865581
"Beak_length_Nares","wetland1",7.12652521124291e-05,0.0205050849402085,4.52500604865909
"Beak_length_Nares","shrubland1",0.930443316478121,1.00052476864357e-05,0.113452460966975
"Beak_length_Nares","woodland1",0.515218487362816,0.000555924311254079,-0.807694899172067
"Beak_length_Nares","marine1",0.266576127957509,0.00161954132140911,-4.23027879812064
"Beak_length_Nares","riverline1",0.883263678471909,2.83121193519333e-05,0.723768449450134
"Beak_length_Nares","coastal1",0.0704244473365983,0.00428900053489119,-3.23352483838996
"Beak_length_Nares","rock1",0.33188465753685,0.00123565066484296,3.0814168925312
"Beak_length_Nares","desert1",0.807206882870346,7.81992674230397e-05,1.73352788472323
"Beak_length_Nares","carnivore1",0.599385339756641,0.000362276947079086,-0.583014673947599
"Beak_length_Nares","herbivore1",0.0799548311341267,0.00401793177411512,-2.33451208845497
"Beak_length_Nares","omnivore1",0.0679038687288547,0.00436729086726203,1.91684081124941
"Beak_length_Nares","scavenger1",0.579191923661225,0.00040378289624876,-9.32602203082413
"Beak_length_Nares","australian1",0.374266712720817,0.00103616541382168,-1.81180575516669
"Beak_length_Nares","palearctic1",0.948328943095422,5.5150718176575e-06,0.0614296831439508
"Beak_length_Nares","indo_malay1",0.34439606118645,0.00117330745840497,1.18540201002972
"Beak_length_Nares","madagascar1",0.684787480490391,0.000216373658070682,3.69666175243422
"Beak_length_Nares","neotropic1",0.866101566911011,3.73336666956704e-05,0.247050995008915
"Beak_length_Nares","nearctic1",0.808374547689884,7.72361983719725e-05,0.353965134953397
"Beak_length_Nares","afrotropic1",NA,NA,NA
"Beak_length_Nares","oceania1",0.872767242738186,3.36780373101689e-05,0.585282349041141
"Beak_length_Nares","antarctic1",0.0102884312433851,0.00860915729560636,-12.2200950183054
"Beak_length_Nares","invertivore1",NA,NA,NA
"Beak_length_Nares","vertivore1",0.882508016969465,2.86825313032845e-05,-0.699477161772653
"Beak_length_Nares","aquatic_predator1",0.0178846187634694,0.00733659554903412,4.65963511683765
"Beak_length_Nares","omnivoretn1",0.914820725612764,1.50234403076476e-05,-0.101105975209357
"Beak_length_Nares","granivore1",0.516758671422911,0.000551860117345207,-1.37368826457701
"Beak_length_Nares","frugivore1",0.314765888207928,0.00132619995814366,-1.61636944915031
"Beak_length_Nares","nectarivore1",0.366035932449795,0.00107240891566201,5.22210914195584
"Beak_length_Nares","herbivore_aquatic1",0.0029340643517437,0.0115519516121179,7.80610102264001
"Beak_length_Nares","herbivore_terrestrial1",0.643108239509181,0.000281903777530295,1.17725843881968
"Beak_length_Nares","scavengertn1",0.579191923661225,0.00040378289624876,-9.32602203082413
"Beak_length_Nares","insessorial1",0.454952305773686,0.000732868903922248,-0.932858039908017
"Beak_length_Nares","terrestrial1",0.141161218574724,0.00283936784086733,2.22629285541982
"Beak_length_Nares","generalist1",0.401106950613937,0.000925382553388472,-0.904747853602009
"Beak_length_Nares","aerial1",0.401512816563192,0.000923789362203865,-1.72689182719839
"Beak_length_Nares","aquatic1",NA,NA,NA
"Beak_length_Nares","fTn",NA,NA,NA
"Beak_length_Nares","fCn",NA,NA,NA
"Beak_length_Nares","fAn",0.94521627225123,6.20061866782083e-06,0.681215184351504
"Beak_length_Nares","fGn",0.273066239333494,0.00157627236553044,-8.2592458702654
"Beak_length_Nares","ghahSkew",0.536937928017801,0.000500524010780372,-1.62708384185176
"Beak_length_Nares","Stg_Sac",NA,NA,NA
"Beak_width","med_c",0.495688899500482,0.00060934025422706,-2.96513763392616
"Beak_width","med_a",0.0469520027795967,0.00516991958233715,-12.5099683217937
"Beak_width","Beak_length_Culmen",0,0.368352100770102,0.114142168251074
"Beak_width","Beak_length_Nares",0,0.410597517053221,0.166354175647492
"Beak_width","Beak_depth",NA,NA,NA
"Beak_width","Tarsus_length",NA,NA,NA
"Beak_width","Wing_length",0,0.470035805669625,0.0382897905266732
"Beak_width","Kipps_distance",0,0.219669246785907,0.0542237547384728
"Beak_width","Hand_wing_index",0.284392893693832,0.00150376203526533,-0.0188873497233297
"Beak_width","Tail_length",0,0.237932619822347,0.0301871939044226
"Beak_width","Mass",0,0.12324321520451,0.00038179971208154
"Beak_width","forest1",0.396657620736467,0.000943002452877666,0.229038130271254
"Beak_width","grassland1",0.750024582709196,0.000133294288012458,-0.100629125109609
"Beak_width","human1",0.850696572780983,4.65260629407925e-05,-0.0964796067651131
"Beak_width","wetland1",0.993781640285243,7.97646264966015e-08,-0.00257537232744505
"Beak_width","shrubland1",0.874946898121894,3.25245538738872e-05,0.0578642404481891
"Beak_width","woodland1",0.143931247272559,0.00280029633944048,-0.515913892156687
"Beak_width","marine1",0.360878494294434,0.00109570077384377,0.916343513800154
"Beak_width","riverline1",0.183378368652769,0.00232169906882529,-1.75419536842889
"Beak_width","coastal1",0.637096240633887,0.000292222442753377,0.256522008789843
"Beak_width","rock1",0.27774916609695,0.00154584280396315,0.92975263679211
"Beak_width","desert1",0.987372773259841,3.28928893078298e-07,0.0291723373743414
"Beak_width","carnivore1",0.0311951531640098,0.00607756718311051,-0.674628507817957
"Beak_width","herbivore1",0.986271404696802,3.88816654572394e-07,-0.00629738363433459
"Beak_width","omnivore1",0.0490667829597271,0.00507318751181061,0.573399519874787
"Beak_width","scavenger1",0.501088808284189,0.000594215438016465,2.87126144784482
"Beak_width","australian1",0.271856504395218,0.00158423958936823,-0.584405100154008
"Beak_width","palearctic1",0.483760098517209,0.000643751757732686,0.186316269331736
"Beak_width","indo_malay1",0.766618788324044,0.000115673604461626,-0.107194860677119
"Beak_width","madagascar1",0.403074233686211,0.000917681895310987,1.93872884654819
"Beak_width","neotropic1",0.744516354042895,0.000139447547329963,0.12790850090516
"Beak_width","nearctic1",0.90234950660809,1.97684008908293e-05,-0.048106896167898
"Beak_width","afrotropic1",0.646073567202986,0.000276897066321577,0.204223554418436
"Beak_width","oceania1",0.14911010944384,0.0027294661283488,-1.42347116804257
"Beak_width","antarctic1",0.793689225521337,8.9811143840941e-05,-0.32682422947464
"Beak_width","invertivore1",0.00985247355815799,0.00870954910345693,-0.988253375931007
"Beak_width","vertivore1",0.229818113421122,0.00189182121793362,1.4585603120865
"Beak_width","aquatic_predator1",0.238821111764088,0.00182045356826299,-0.633459622028092
"Beak_width","omnivoretn1",0.00619119630495679,0.00979256327752301,0.723343010021819
"Beak_width","granivore1",0.564945438703165,0.000434854034993678,-0.319814224379893
"Beak_width","frugivore1",0.0329898227754413,0.00595241046708628,-0.956161891960015
"Beak_width","nectarivore1",0.464819646265656,0.000701348094407702,-1.08367715756666
"Beak_width","herbivore_aquatic1",0.0694272658716906,0.00431961008081144,1.68157873597275
"Beak_width","herbivore_terrestrial1",0.209539415398253,0.00206563142373761,0.94779888465919
"Beak_width","scavengertn1",0.501088808284189,0.000594215438016465,2.87126144784482
"Beak_width","insessorial1",0.658759165689377,0.000256085831091155,0.155715190820606
"Beak_width","terrestrial1",0.819710599525738,6.82133599760734e-05,-0.0910806085220112
"Beak_width","generalist1",0.820816614999917,6.73646071754543e-05,-0.0735293662537211
"Beak_width","aerial1",0.355177112425921,0.00112198849636683,-0.542937274125619
"Beak_width","aquatic1",0.160405834017155,0.00258417371823672,1.15123838550234
"Beak_width","fTn",0.267545005243285,0.00161299899662346,2.62523385719212
"Beak_width","fCn",0.499793909730575,0.000597817159251728,-4.00948249337723
"Beak_width","fAn",0.88724518174543,2.64010323534039e-05,-0.403519276374715
"Beak_width","fGn",0.51763516772205,0.000549556687209968,-1.38211870097715
"Beak_width","ghahSkew",0.771277940257717,0.000110970366902078,-0.219981308240759
"Beak_width","Stg_Sac",0.63051665125461,0.000303776227307471,0.713791975212807
"Beak_depth","med_c",0.836700066020753,5.57882272768074e-05,-1.3497532978679
"Beak_depth","med_a",0.0123458979124882,0.00818757314898283,-24.095156361238
"Beak_depth","Beak_length_Culmen",0,0.326169637460199,0.163878338242453
"Beak_depth","Beak_length_Nares",0,0.334169570821347,0.227172985190948
"Beak_depth","Beak_width",0,0.584552459980556,1.15641083057309
"Beak_depth","Tarsus_length",0,0.181139446611015,0.0942263015918652
"Beak_depth","Wing_length",0,0.380646820706938,0.0523413987443935
"Beak_depth","Kipps_distance",0,0.19487251064046,0.077423270495398
"Beak_depth","Hand_wing_index",0.139969014242359,0.00285644961702009,-0.0400920428052568
"Beak_depth","Tail_length",0,0.211071799329473,0.0435259255502674
"Beak_depth","Mass",1.23999078427417e-06,0.0304067783457984,0.000286588014398785
"Beak_depth","forest1",0.125045367750517,0.0030851315377563,0.667341104829797
"Beak_depth","grassland1",0.173734790512563,0.00242701367759258,-0.711631654845738
"Beak_depth","human1",0.63092682918784,0.000303047904640108,-0.399384059558471
"Beak_depth","wetland1",0.476669534533876,0.00066487824718474,0.391989345678559
"Beak_depth","shrubland1",0.925028189483818,1.16285217378865e-05,0.0563290093164152
"Beak_depth","woodland1",0.192217870788682,0.0022306477431139,-0.753220435904493
"Beak_depth","marine1",0.309068648347381,0.00135777897224277,1.58531662836607
"Beak_depth","riverline1",0.520263526607304,0.000542690200924638,-1.3383819361716
"Beak_depth","coastal1",0.545345624135668,0.000480149375854356,-0.558928988831671
"Beak_depth","rock1",0.240482994788411,0.00180763543719795,1.60219872082253
"Beak_depth","desert1",0.786662227729317,9.61871067992867e-05,-0.762865494350531
"Beak_depth","carnivore1",0.0687949861370083,0.00433926287343154,-0.931291089024148
"Beak_depth","herbivore1",0.351004054615433,0.00114159830217684,0.549555598814147
"Beak_depth","omnivore1",0.353811220529187,0.00112837225928535,0.440042871204822
"Beak_depth","scavenger1",0.817794984621575,6.96966281030151e-05,1.45203167170358
"Beak_depth","australian1",0.996302474506303,2.82017029459221e-08,0.00377952532000503
"Beak_depth","palearctic1",0.332870362623221,0.00123062561842263,0.416385770450866
"Beak_depth","indo_malay1",0.06952635187384,0.00431654757963936,-1.06363559930581
"Beak_depth","madagascar1",0.423983476937894,0.000839105632960075,2.75354843863155
"Beak_depth","neotropic1",0.789089600533802,9.39581477328523e-05,-0.165760140158501
"Beak_depth","nearctic1",NA,NA,NA
"Beak_depth","afrotropic1",0.140923885571442,0.0028427553964215,1.03297993505904
"Beak_depth","oceania1",0.379591880800686,0.00101330504826416,-1.39655496243074
"Beak_depth","antarctic1",0.229424094135834,0.00189502134373516,-2.32343998277969
"Beak_depth","invertivore1",0.00465543801363211,0.0104618249249284,-1.7179353253836
"Beak_depth","vertivore1",0.236690242470844,0.00183704808708879,2.16257202125113
"Beak_depth","aquatic_predator1",0.786952333505973,9.59192395277906e-05,0.238968615461331
"Beak_depth","omnivoretn1",0.0272872492973475,0.00637818179382364,0.950753554661127
"Beak_depth","granivore1",0.784995932243986,9.7733438115578e-05,-0.234004452907456
"Beak_depth","frugivore1",0.266817012833991,0.00161791199092228,-0.817788414897483
"Beak_depth","nectarivore1",0.43344494720721,0.000805420430730408,-1.74594566102341
"Beak_depth","herbivore_aquatic1",0.556346313441844,0.000454354876792485,0.999852089424788
"Beak_depth","herbivore_terrestrial1",0.661189429988313,0.0002522097235496,0.566596594448564
"Beak_depth","scavengertn1",0.817794984621575,6.96966281030151e-05,1.45203167170358
"Beak_depth","insessorial1",0.550235830440003,0.000468563559026454,0.338783085295813
"Beak_depth","terrestrial1",0.72066020282449,0.000167892649352703,-0.220329314798708
"Beak_depth","generalist1",0.980559901905492,7.79709025719689e-07,0.013516058339581
"Beak_depth","aerial1",NA,NA,NA
"Beak_depth","aquatic1",0.449283216735131,0.000751469813437944,1.06538082509576
"Beak_depth","fTn",0.24394659607911,0.00178126311326106,4.50309588091253
"Beak_depth","fCn",NA,NA,NA
"Beak_depth","fAn",0.837972372138931,5.49101488693849e-05,-0.962493708538204
"Beak_depth","fGn",0.389502171292898,0.000971944144564621,-3.01319061880914
"Beak_depth","ghahSkew",0.729465055387899,0.000157050505990252,-0.432088165985199
"Beak_depth","Stg_Sac",0.787668998109085,9.52592292053693e-05,0.658772032032825
"Tarsus_length","med_c",0.658043502969361,0.000257233996742405,13.2993173265762
"Tarsus_length","med_a",0.329398713838675,0.00124841246703772,-41.0780413948921
"Tarsus_length","Beak_length_Culmen",0,0.298403693696816,0.690189278451015
"Tarsus_length","Beak_length_Nares",NA,NA,NA
"Tarsus_length","Beak_width",0,0.284635792421312,3.62704648766494
"Tarsus_length","Beak_depth",0,0.173289177023176,1.79132886590084
"Tarsus_length","Wing_length",0,0.411882872158015,0.244556748988623
"Tarsus_length","Kipps_distance",NA,NA,NA
"Tarsus_length","Hand_wing_index",NA,NA,NA
"Tarsus_length","Tail_length",0,0.13551733203841,0.148378555282566
"Tarsus_length","Mass",0,0.249291203170501,0.00375538392279551
"Tarsus_length","forest1",0.17801166587655,0.00237949604254632,-2.0767661535929
"Tarsus_length","grassland1",0.681431393861009,0.000221274207375916,-0.701787857302133
"Tarsus_length","human1",0.723071031772386,0.000164883531197814,-1.06917767746107
"Tarsus_length","wetland1",0.0151162987056255,0.00772165372499877,4.60240112844678
"Tarsus_length","shrubland1",0.652205202330304,0.000266715795442745,0.926552316880455
"Tarsus_length","woodland1",0.915948744424477,1.46266998516902e-05,-0.204647259792544
"Tarsus_length","marine1",NA,NA,NA
"Tarsus_length","riverline1",NA,NA,NA
"Tarsus_length","coastal1",NA,NA,NA
"Tarsus_length","rock1",0.466212533382047,0.000696984088461829,3.98079450634502
"Tarsus_length","desert1",0.936195347917437,8.41550257855789e-06,-1.00896347441712
